field_id	title	availability	stability	private	value_type	base_type	item_type	strata	instanced	arrayed	sexed	units	main_category	encoding_id	instance_id	instance_min	instance_max	array_min	array_max	notes	debut	version	num_participants	item_count	showcase_order	cost_do	cost_on	cost_sc
25394	Mean OD in genu of corpus callosum on FA skeleton	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4120	0	1	1
25395	Mean OD in body of corpus callosum on FA skeleton	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	3980	0	1	1
25396	Mean OD in splenium of corpus callosum on FA skeleton	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4290	0	1	1
25397	Mean OD in fornix on FA skeleton	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in fornix on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4110	0	1	1
25398	Mean OD in corticospinal tract on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4060	0	1	1
25399	Mean OD in corticospinal tract on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4050	0	1	1
25400	Mean OD in medial lemniscus on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4160	0	1	1
25401	Mean OD in medial lemniscus on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4150	0	1	1
25402	Mean OD in inferior cerebellar peduncle on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4140	0	1	1
25403	Mean OD in inferior cerebellar peduncle on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4130	0	1	1
25404	Mean OD in superior cerebellar peduncle on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4310	0	1	1
25405	Mean OD in superior cerebellar peduncle on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4300	0	1	1
25406	Mean OD in cerebral peduncle on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4000	0	1	1
25407	Mean OD in cerebral peduncle on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	3990	0	1	1
25408	Mean OD in anterior limb of internal capsule on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	3970	0	1	1
25409	Mean OD in anterior limb of internal capsule on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	3960	0	1	1
25410	Mean OD in posterior limb of internal capsule on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4220	0	1	1
25411	Mean OD in posterior limb of internal capsule on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4210	0	1	1
25412	Mean OD in retrolenticular part of internal capsule on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4260	0	1	1
25413	Mean OD in retrolenticular part of internal capsule on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4250	0	1	1
25414	Mean OD in anterior corona radiata on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	3950	0	1	1
25415	Mean OD in anterior corona radiata on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	3940	0	1	1
25416	Mean OD in superior corona radiata on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4330	0	1	1
25417	Mean OD in superior corona radiata on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4320	0	1	1
25418	Mean OD in posterior corona radiata on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4200	0	1	1
25419	Mean OD in posterior corona radiata on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4190	0	1	1
25420	Mean OD in posterior thalamic radiation on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4240	0	1	1
25421	Mean OD in posterior thalamic radiation on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4230	0	1	1
25422	Mean OD in sagittal stratum on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4280	0	1	1
25423	Mean OD in sagittal stratum on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4270	0	1	1
25424	Mean OD in external capsule on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4080	0	1	1
25425	Mean OD in external capsule on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4070	0	1	1
25426	Mean OD in cingulum cingulate gyrus on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4020	0	1	1
25427	Mean OD in cingulum cingulate gyrus on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4010	0	1	1
25428	Mean OD in cingulum hippocampus on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4040	0	1	1
25429	Mean OD in cingulum hippocampus on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4030	0	1	1
25430	Mean OD in fornix cres+stria terminalis on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4100	0	1	1
25431	Mean OD in fornix cres+stria terminalis on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4090	0	1	1
25432	Mean OD in superior longitudinal fasciculus on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4370	0	1	1
25433	Mean OD in superior longitudinal fasciculus on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4360	0	1	1
25434	Mean OD in superior fronto-occipital fasciculus on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4350	0	1	1
25435	Mean OD in superior fronto-occipital fasciculus on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4340	0	1	1
25436	Mean OD in uncinate fasciculus on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4410	0	1	1
25437	Mean OD in uncinate fasciculus on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4400	0	1	1
25438	Mean OD in tapetum on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4390	0	1	1
25439	Mean OD in tapetum on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean OD (orientation dispersion index) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	4380	0	1	1
25440	Mean ISOVF in middle cerebellar peduncle on FA skeleton	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1290	0	1	1
25441	Mean ISOVF in pontine crossing tract on FA skeleton	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1300	0	1	1
25442	Mean ISOVF in genu of corpus callosum on FA skeleton	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1240	0	1	1
25443	Mean ISOVF in body of corpus callosum on FA skeleton	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1100	0	1	1
25444	Mean ISOVF in splenium of corpus callosum on FA skeleton	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1410	0	1	1
25445	Mean ISOVF in fornix on FA skeleton	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in fornix on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1230	0	1	1
25446	Mean ISOVF in corticospinal tract on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1180	0	1	1
25447	Mean ISOVF in corticospinal tract on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1170	0	1	1
25448	Mean ISOVF in medial lemniscus on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1280	0	1	1
25449	Mean ISOVF in medial lemniscus on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1270	0	1	1
25450	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1260	0	1	1
25451	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1250	0	1	1
25452	Mean ISOVF in superior cerebellar peduncle on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1430	0	1	1
25453	Mean ISOVF in superior cerebellar peduncle on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1420	0	1	1
25454	Mean ISOVF in cerebral peduncle on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1120	0	1	1
25455	Mean ISOVF in cerebral peduncle on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1110	0	1	1
25456	Mean ISOVF in anterior limb of internal capsule on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI da	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1090	0	1	1
25457	Mean ISOVF in anterior limb of internal capsule on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI dat	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1080	0	1	1
25458	Mean ISOVF in posterior limb of internal capsule on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI d	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1340	0	1	1
25459	Mean ISOVF in posterior limb of internal capsule on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI da	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1330	0	1	1
25460	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1380	0	1	1
25461	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from d	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1370	0	1	1
25462	Mean ISOVF in anterior corona radiata on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1070	0	1	1
25463	Mean ISOVF in anterior corona radiata on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1060	0	1	1
25464	Mean ISOVF in superior corona radiata on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1450	0	1	1
25465	Mean ISOVF in superior corona radiata on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1440	0	1	1
25466	Mean ISOVF in posterior corona radiata on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1320	0	1	1
25467	Mean ISOVF in posterior corona radiata on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1310	0	1	1
25468	Mean ISOVF in posterior thalamic radiation on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1360	0	1	1
25469	Mean ISOVF in posterior thalamic radiation on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1350	0	1	1
25470	Mean ISOVF in sagittal stratum on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1400	0	1	1
25471	Mean ISOVF in sagittal stratum on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1390	0	1	1
25472	Mean ISOVF in external capsule on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1200	0	1	1
25473	Mean ISOVF in external capsule on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1190	0	1	1
25474	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1140	0	1	1
25475	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1130	0	1	1
25476	Mean ISOVF in cingulum hippocampus on FA skeleton (right)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1160	0	1	1
25477	Mean ISOVF in cingulum hippocampus on FA skeleton (left)	0	2	0	31	0	0	3	1	0	0	AU	134	0	2	2	3	0	0	Mean ISOVF (isotropic or free water volume fraction) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	2015-10-09T00:00:00	2024-03-30T00:00:00	60414	64942	1150	0	1	1
